OrderLineID,OrderID,ProductID,Quantity,UnitPrice,Discount,LineTotal
88,26,157,2,445.24,0,890.49
89,26,334,4,725.84,0,2903.35
90,26,9,1,907.06,0.2,725.65
91,27,387,14,803.63,0.2,9000.7
92,27,297,19,813.21,0,15450.9
93,27,26,8,66.65,0,533.21
94,27,389,18,247.07,0,4447.31
95,27,124,19,740.79,0,14075.02
96,28,362,10,900.28,0.2,7202.27
97,28,176,17,309.19,0,5256.22
98,28,203,19,859.22,0,16325.24
99,29,297,10,864.89,0,8648.88
100,29,182,7,860.03,0.05,5719.19
101,30,231,7,389.58,0,2727.03
102,30,118,1,76.37,0.2,61.09
103,30,307,1,1024.25,0,1024.25
104,30,76,4,277.58,0,1110.3
105,31,58,20,224.65,0.1,4043.65
106,32,189,17,220.62,0,3750.48
107,32,274,5,902.75,0,4513.77
108,32,344,12,58.04,0.2,557.21
109,32,287,1,676.02,0,676.02
110,32,348,11,876.66,0,9643.27
111,33,16,12,672.91,0,8074.97
112,34,363,8,106.35,0,850.79
113,34,302,9,303.07,0,2727.65
114,35,82,10,274.38,0.2,2195.02
115,35,250,13,600.71,0,7809.19
116,36,44,5,739.08,0,3695.41
117,36,12,10,398.24,0,3982.44
118,37,204,16,142.84,0,2285.43
119,37,134,11,657.25,0.2,5783.78
120,37,207,9,336.93,0,3032.4
121,37,374,19,121.8,0,2314.23
122,37,281,19,57.66,0.15,931.19
123,38,203,13,836.54,0.15,9243.79
124,38,71,11,1228.91,0,13518.01
125,38,272,3,684.2,0,2052.6
126,38,66,12,798.52,0,9582.24
127,39,157,8,506.58,0,4052.67
128,40,290,4,501.06,0,2004.23
129,40,191,14,993.8,0,13913.26
130,41,174,11,46.58,0.1,461.18
131,42,252,13,574.28,0,7465.64
132,42,131,12,356.28,0,4275.42
133,42,55,3,149.35,0,448.05
134,42,240,13,264.66,0.1,3096.47
135,42,21,7,820.51,0,5743.55
136,43,126,18,947.62,0,17057.11
137,43,321,3,706.2,0.15,1800.82
138,44,54,9,217.12,0,1954.05
139,45,69,4,290.25,0,1161.02
140,45,112,20,598.39,0,11967.73
141,45,142,11,548.7,0,6035.7
142,45,352,11,283.67,0,3120.42
143,46,67,7,389,0,2722.97
144,46,269,3,142.93,0,428.78
145,46,215,13,450.87,0,5861.37
146,46,338,17,335.45,0,5702.71
147,47,249,2,397.19,0,794.39
148,48,272,13,648,0,8424.05
149,48,399,15,757.71,0,11365.7
150,48,210,18,602.59,0,10846.59
151,48,80,4,219.1,0,876.41
152,48,102,18,709.89,0,12777.98
153,48,181,6,521.39,0,3128.33
154,49,327,8,254.29,0,2034.32
155,50,150,1,670.61,0,670.61
156,50,104,8,384.85,0.1,2770.89
157,51,301,15,270.06,0,4050.95
158,51,104,6,406.14,0.05,2314.98
159,51,391,6,688.39,0,4130.35
160,51,163,13,524.28,0,6815.59
161,51,292,15,328.54,0,4928.14
162,51,70,13,655.9,0,8526.7
163,51,357,14,358.97,0,5025.64
164,52,118,17,90.4,0.15,1306.34
165,52,182,19,745,0,14154.95
166,53,280,5,265.59,0.2,1062.35
167,53,187,12,749.09,0,8989.05
168,53,283,15,883.89,0,13258.35
169,53,119,18,91.56,0,1648.07
170,54,306,1,507.49,0.05,482.12
171,54,259,17,35.19,0,598.16
172,54,329,17,670.81,0,11403.82
173,55,299,13,190.32,0,2474.2
174,55,391,6,802.51,0,4815.04
175,55,98,20,851.04,0,17020.88
176,55,45,17,203.3,0,3456.16
177,56,398,4,289.18,0,1156.71
178,56,152,20,52.51,0,1050.15
179,56,255,13,107.43,0.05,1326.75
180,56,78,17,677.19,0,11512.25
181,57,381,20,84.15,0,1683.1
182,57,75,17,115.9,0,1970.36
183,57,186,5,1049.93,0.2,4199.73
184,57,115,12,443.48,0.1,4789.56
185,58,19,16,176.7,0,2827.16
186,58,29,13,1187.65,0,15439.45
187,58,305,6,311.77,0,1870.59
188,58,155,5,365.6,0,1828
189,58,176,12,310.21,0,3722.55
190,58,125,3,234.53,0,703.58
191,58,379,20,1006.14,0.1,18110.53
192,58,282,7,79.73,0,558.12
193,58,102,20,776.36,0,15527.27
194,59,353,18,375.92,0,6766.61
195,59,171,4,246.38,0,985.52
196,59,351,8,454.35,0,3634.83
197,59,363,13,115.66,0,1503.63
198,59,132,18,440.77,0.2,6347.14
199,60,399,18,628.49,0,11312.82
200,60,34,20,628.4,0.1,11311.18
201,60,44,3,698.16,0,2094.49
202,61,28,20,150.63,0,3012.54
203,61,216,14,360.74,0,5050.4
204,61,4,16,63.11,0,1009.76
205,61,204,15,155,0,2324.95
206,61,155,5,361.13,0,1805.65
207,61,149,2,562.11,0,1124.21
208,62,51,17,439.64,0,7473.93
209,62,102,8,731.93,0,5855.43
210,62,202,19,691.47,0,13137.95
211,62,274,9,1017.34,0,9156.05
212,62,207,2,358.31,0,716.62
213,63,278,18,884.5,0,15920.95
214,63,310,1,100.68,0,100.68
215,64,228,7,586.02,0,4102.12
216,65,398,20,272.94,0.15,4640
217,65,380,8,282.92,0,2263.38
218,66,298,3,653.72,0,1961.16
219,66,366,18,993.53,0,17883.5
220,66,392,7,586.01,0.1,3691.83
221,67,31,18,591.74,0,10651.26
222,68,206,8,205.85,0.05,1564.43
223,68,217,16,136.38,0,2182.06
224,68,88,1,259.14,0,259.14
225,69,331,2,53.27,0,106.53
226,69,185,4,367,0,1467.98
227,69,110,2,172.46,0.15,293.19
228,69,396,17,57.86,0,983.67
229,69,298,3,674.24,0,2022.72
230,70,223,14,438.75,0,6142.45
231,70,42,13,244.72,0,3181.37
232,70,286,11,285.61,0,3141.67
233,71,154,6,59.76,0,358.57
234,71,123,18,541.84,0,9753.18
235,72,186,3,1016.53,0,3049.6
236,72,146,13,192.68,0,2504.82
237,72,240,4,285.37,0.15,970.25
238,72,219,18,455.41,0,8197.34
239,73,23,20,545.81,0.1,9824.5
240,73,8,6,914.78,0,5488.7
241,73,249,14,402.82,0.15,4793.56
242,74,2,10,961.64,0,9616.43
243,74,153,9,667.49,0,6007.45
244,75,178,19,55.7,0,1058.26
245,75,305,12,314.16,0,3769.9
246,75,157,6,439.67,0.1,2374.22
247,76,48,5,924.02,0,4620.1
248,77,275,9,168.74,0,1518.69
249,77,294,11,458.49,0.15,4286.87
250,78,303,4,465.95,0,1863.79
251,78,20,7,578.01,0,4046.08
252,78,44,4,735.84,0,2943.36
253,78,54,16,193.03,0.15,2625.2
254,78,102,14,660.58,0.1,8323.25
255,79,52,19,987.68,0,18765.97
256,79,222,17,266.04,0,4522.61
257,80,217,9,150.37,0.2,1082.67
258,80,83,8,404.56,0,3236.46
259,81,111,16,208.55,0,3336.81
260,81,376,6,524.08,0,3144.48
261,82,374,18,131.74,0.1,2134.24
262,83,70,4,784.66,0,3138.64
263,83,162,1,313.47,0,313.47
264,83,143,11,579.42,0.1,5736.27
265,83,140,1,603.45,0,603.45
266,83,279,7,73.66,0,515.61
267,83,16,19,718.43,0.05,12967.63
268,84,176,17,329.05,0,5593.89
269,85,41,8,870.71,0,6965.65
270,86,81,17,785.69,0,13356.75
271,86,240,15,253.05,0,3795.82
272,86,300,4,574.3,0,2297.19
273,86,58,20,248.79,0,4975.76
274,87,285,19,922.54,0.05,16651.83
275,88,136,11,337.89,0,3716.74
276,88,250,8,659.1,0,5272.83
277,88,378,5,992.59,0,4962.96
278,88,187,12,787.68,0,9452.14
279,89,385,11,26.83,0.1,265.6
280,90,314,1,341.21,0.2,272.97
281,90,168,19,887.66,0,16865.47
282,90,59,17,529.71,0.1,8104.51
283,91,222,10,267.88,0,2678.81
284,91,399,14,648.49,0.05,8624.9
285,91,193,20,533,0,10659.97
286,91,316,16,496.76,0,7948.16
287,92,70,4,793.1,0,3172.41
288,92,72,8,473.05,0,3784.4
289,92,285,19,929.92,0,17668.46
290,92,266,19,195.57,0,3715.78
291,92,102,6,752.77,0.2,3613.28
292,93,139,14,542.2,0.1,6831.73
293,93,263,9,121.04,0,1089.32
294,93,375,1,414.48,0,414.48
295,94,272,10,686.05,0,6860.5
296,94,189,6,189.86,0,1139.18
297,94,181,9,433.27,0,3899.4
298,94,24,17,291.62,0,4957.57
299,94,264,16,595.72,0,9531.47
300,94,107,7,681.05,0.15,4052.27
301,95,130,17,769.52,0.1,11773.65
302,95,134,19,772.58,0,14679
303,96,370,13,1002.39,0.2,10424.9
304,96,367,18,677.67,0.1,10978.33
305,97,333,4,23.55,0.15,80.09
306,97,25,19,181.8,0,3454.28
307,98,236,20,247.29,0,4945.75
308,99,69,17,289.85,0,4927.5
309,99,248,9,571.14,0,5140.27
310,99,129,8,435.03,0.15,2958.23
311,99,67,5,420.71,0,2103.57
312,100,378,17,1049.3,0,17838.04
313,100,97,19,725.2,0.1,12400.98
314,100,258,12,635.2,0,7622.4
315,100,7,15,124.63,0,1869.48
316,100,287,14,707,0,9898
317,101,3,12,202.96,0,2435.52
318,102,12,11,384.39,0,4228.27
319,102,64,10,41.2,0.2,329.59
320,103,211,15,138.11,0,2071.65
321,103,209,1,186.13,0.05,176.82
322,103,283,1,937.74,0.05,890.85
323,103,277,16,726.14,0.05,11037.3
324,104,112,17,582.03,0.2,7915.63
325,104,59,10,604.79,0,6047.89
326,104,60,17,439.76,0,7475.97
327,105,207,14,353.43,0,4948.08
328,105,257,2,154.17,0,308.34
329,105,333,10,23.68,0,236.77
330,105,161,12,857.63,0.2,8233.24
331,105,368,3,110.96,0,332.89
332,105,324,4,702.32,0,2809.29
333,105,128,6,630.41,0,3782.44
334,106,113,3,559.58,0.2,1342.98
335,106,59,18,570.19,0,10263.36
336,106,174,4,49.17,0.2,157.33
337,106,247,8,1032.18,0,8257.45
338,106,6,13,419.58,0,5454.56
339,107,302,17,296.53,0.1,4536.97
340,107,140,18,562.08,0.05,9611.65
341,107,314,3,334.63,0.05,953.69
342,108,5,5,399.83,0,1999.15
343,108,15,9,446.18,0,4015.61
344,108,57,15,601.88,0,9028.14
345,108,300,10,549.79,0,5497.91
346,108,229,12,645.19,0.05,7355.12
347,108,132,17,511.8,0,8700.59
348,108,96,9,245.77,0.1,1990.71
349,109,162,5,310.71,0.1,1398.21
350,109,18,1,439.31,0.2,351.45
351,109,396,1,60.17,0,60.17
352,109,123,7,622.23,0,4355.6
353,109,336,10,694.28,0.15,5901.42
354,109,136,8,313.51,0,2508.09
355,110,334,13,752.58,0,9783.55
356,110,78,11,698.48,0,7683.27
357,110,243,6,389.46,0,2336.76
358,111,277,3,732.45,0.2,1757.88
359,111,21,18,771.2,0,13881.56
360,111,210,6,712.69,0,4276.13
361,111,32,2,656.53,0.05,1247.41
362,111,114,14,853.32,0.2,9557.24
363,111,44,19,705.78,0.05,12739.28
364,112,110,7,177.89,0,1245.22
365,112,75,15,126.22,0.1,1703.93
366,113,75,11,108.79,0,1196.67
367,113,141,6,514.06,0,3084.34
368,113,281,1,68.19,0,68.19
369,114,364,18,84.04,0.15,1285.74
370,114,392,13,585.84,0,7615.9
371,114,228,5,684.03,0,3420.16
372,114,41,2,941.21,0.1,1694.17
373,115,24,19,272.1,0,5169.88
374,116,152,8,48.56,0,388.48
375,117,229,19,660.48,0.2,10039.26
376,118,221,14,763.74,0,10692.37
377,118,151,1,297.66,0,297.66
378,118,67,4,431.57,0,1726.28
379,119,280,5,240.73,0,1203.65
380,119,186,17,1105.79,0,18798.4
381,120,121,9,294.52,0,2650.66
382,120,234,10,824.7,0,8246.99
383,121,109,1,360.99,0,360.99
384,121,354,3,213.97,0.05,609.83
385,122,192,11,374.34,0.1,3705.97
386,122,396,1,67.52,0,67.52
387,122,162,3,264.94,0,794.83
388,123,295,19,113.02,0,2147.36
389,123,149,12,589.32,0,7071.83
390,123,128,10,581.25,0,5812.49
391,123,227,12,95.2,0,1142.38
392,124,309,11,748.15,0.05,7818.12
393,124,304,17,657.09,0,11170.46
394,124,339,5,239.65,0.15,1018.5
395,124,201,10,1117.54,0.1,10057.86
396,124,377,15,337.92,0,5068.8
397,125,14,18,442.91,0,7972.44
398,125,97,7,755.94,0,5291.55
399,125,383,17,95.48,0,1623.11
400,125,92,3,235.17,0,705.52
401,125,263,20,117.56,0,2351.12
402,125,119,7,92.58,0.2,518.45
403,125,62,14,754.93,0,10569.09
404,125,399,12,656.05,0,7872.57
405,126,189,18,186.63,0,3359.43
406,126,95,19,415.6,0,7896.39
407,126,7,15,135.07,0.15,1722.18
408,127,282,6,66.54,0,399.22
409,127,398,18,273.84,0,4929.12
410,127,211,18,137.05,0,2466.94
411,128,393,4,960.96,0.2,3075.06
412,128,130,8,892.63,0,7141.03
413,128,189,15,193.14,0,2897.04
414,128,202,18,795.4,0,14317.17
415,129,158,17,207.42,0,3526.1
416,129,87,5,296.16,0,1480.8
417,129,254,14,254.28,0,3559.9
418,129,201,3,1030.85,0,3092.56
419,130,65,14,1144.94,0,16029.13
420,131,349,3,798.94,0,2396.81
421,131,366,17,945.31,0,16070.23
422,131,105,15,632.39,0,9485.79
423,131,273,7,479.87,0,3359.07
424,132,17,8,456.53,0,3652.26
425,132,235,5,1083.35,0.1,4875.08
426,132,196,16,214.42,0,3430.67
427,132,397,13,397.9,0,5172.68
428,133,259,11,36.6,0.1,362.36
429,133,268,11,500.91,0,5510.05
430,133,190,15,636.82,0.05,9074.64
431,133,301,1,254.96,0,254.96
432,134,371,4,135.18,0,540.72
433,134,285,7,962.38,0,6736.64
434,134,209,11,162.78,0,1790.56
435,134,325,3,531.44,0,1594.31
436,135,266,4,195.78,0.1,704.82
437,135,188,20,261.21,0.15,4440.56
438,136,335,16,483.56,0,7737.02
439,137,50,14,107.95,0,1511.36
440,137,23,13,657.83,0,8551.73
441,138,223,11,431.63,0.1,4273.1
442,138,310,15,98.23,0,1473.47
443,138,148,18,251.72,0,4530.9
444,138,302,17,301.4,0,5123.85
445,139,4,7,68.51,0,479.58
446,140,52,12,1079.37,0,12952.38
447,140,273,13,467.34,0,6075.4
448,141,194,18,21.77,0,391.78
449,141,212,11,100.13,0,1101.46
450,141,333,4,23.83,0.05,90.56
451,142,172,16,1055.41,0,16886.57
452,142,276,13,746.12,0,9699.6
453,142,367,12,706.65,0,8479.75
454,142,372,3,869.24,0,2607.73
455,142,369,12,357.54,0,4290.51
456,143,160,6,731.93,0,4391.55
457,143,126,12,839.6,0.1,9067.64
458,144,287,10,646.32,0,6463.18
459,145,137,2,45.86,0,91.72
460,145,357,16,319.23,0,5107.75
461,145,134,20,663.28,0,13265.62
462,146,5,17,413.84,0,7035.24
463,146,128,18,620.5,0,11169
464,146,37,4,272.09,0,1088.38
465,146,64,13,44.83,0,582.78
466,146,2,19,1021.94,0.1,17475.16
467,147,294,12,408.65,0,4903.85
468,147,101,6,406.45,0.1,2194.82
469,147,163,17,593.76,0,10093.92
470,147,140,19,617.37,0,11730.07
471,148,305,6,293.08,0.1,1582.62
472,148,362,17,840.31,0,14285.24
473,148,154,20,64.81,0.2,1036.9
474,148,167,5,77.58,0,387.89
475,148,86,15,254.89,0,3823.35
476,149,121,14,301.27,0,4217.73
477,149,214,20,251.05,0,5020.99
478,150,47,17,241.29,0,4101.96
479,150,346,10,1163.98,0,11639.77
480,150,10,1,630.02,0,630.02
481,150,385,1,27.9,0,27.9
482,151,82,13,290.49,0.2,3021.09
483,151,78,5,679.95,0,3399.77
484,151,89,7,226.36,0.2,1267.63
485,152,40,6,486.04,0.1,2624.59
486,152,335,5,494.96,0,2474.82
487,152,297,6,932.06,0,5592.37
488,152,199,5,470.9,0,2354.48
489,153,119,16,78.52,0,1256.35
490,153,317,12,201.09,0,2413.03
491,153,215,12,458.07,0,5496.79
492,154,67,16,404.28,0,6468.41
493,154,75,8,120.96,0,967.66
494,154,225,13,731.5,0.15,8083.03
495,154,259,4,38.02,0,152.07
496,155,299,9,186.43,0,1677.83
497,156,376,18,472.8,0,8510.39
498,156,227,17,104.07,0,1769.15
499,156,205,14,608.75,0,8522.49
500,157,183,15,132.08,0,1981.24
501,157,116,7,419.21,0,2934.47
502,157,38,1,834.46,0,834.46
503,158,373,9,476.06,0,4284.51
504,158,400,13,839.36,0,10911.74
505,158,21,16,800.39,0,12806.25
506,158,219,18,445.99,0,8027.74
507,159,52,18,1031.46,0,18566.22
508,160,26,7,69.6,0.2,389.76
509,160,158,8,233.57,0.05,1775.17
510,160,211,3,127.03,0,381.08
511,160,322,5,448.15,0.05,2128.74
512,161,84,14,904.44,0,12662.23
513,161,149,13,571.94,0.15,6319.91
514,161,110,19,167.48,0,3182.13
515,161,299,3,210.78,0,632.35
516,161,119,5,76.85,0,384.24
517,162,177,14,361.97,0.15,4307.42
518,162,355,6,440.13,0,2640.81
519,162,94,12,181.42,0,2177
520,163,399,4,673.87,0,2695.47
521,163,288,20,684.45,0,13689.01
522,163,82,4,268.75,0,1075
523,163,346,14,1193.66,0,16711.24
524,164,237,1,494.59,0,494.59
525,164,120,14,711.78,0.05,9466.68
526,165,32,5,741.2,0,3706
527,165,159,7,596.31,0,4174.16
528,165,363,19,115.5,0,2194.45
529,165,82,6,269.09,0,1614.56
530,165,127,7,218.64,0.05,1453.98
531,166,134,18,744.54,0,13401.81
532,166,228,3,670.37,0,2011.1
533,166,225,13,707.39,0,9196.07
534,166,368,11,105.19,0,1157.09
535,167,301,5,277.4,0.1,1248.29
536,167,42,16,252.46,0,4039.43
537,168,321,8,594.73,0,4757.8
538,168,99,9,779.51,0.15,5963.24
539,168,293,9,748.63,0,6737.69
540,168,131,6,330.92,0,1985.5
541,168,105,7,624.89,0.15,3718.1
542,168,283,15,807.04,0,12105.64
543,168,228,3,689.66,0,2068.99
544,168,244,4,395.14,0,1580.56
545,169,306,9,529.66,0.05,4528.56
546,169,10,6,586.46,0,3518.77
547,169,73,12,79.19,0,950.31
548,170,42,4,237.91,0,951.66
549,170,393,15,992.84,0,14892.53
550,171,56,19,687.09,0,13054.62
551,172,313,14,206,0,2883.98
552,173,222,8,245.52,0.2,1571.3
553,174,203,20,786.53,0,15730.62
554,174,231,6,356.31,0,2137.84
555,174,252,6,634.09,0,3804.54
556,175,69,2,319.39,0,638.77
557,176,279,19,73.54,0.15,1187.72
558,176,30,13,681.41,0,8858.29
559,177,244,15,394.49,0,5917.31
560,177,307,6,912.2,0.15,4652.21
561,177,83,13,421.36,0.2,4382.18
562,177,266,17,183.9,0,3126.35
563,177,273,14,484.13,0,6777.88
564,178,164,1,368.63,0,368.63
565,179,292,9,320.95,0,2888.55
566,179,296,2,21.3,0,42.6
567,179,147,11,883.35,0,9716.84
568,179,101,13,378.27,0,4917.46
569,179,365,13,728.44,0.1,8522.73
570,179,396,17,60.04,0,1020.75
571,180,82,7,282.54,0,1977.76
572,180,217,20,155.24,0,3104.75
573,180,278,5,879.82,0.2,3519.28
574,180,287,4,663.98,0,2655.91
575,180,80,11,251.59,0,2767.47
576,181,177,8,405.54,0.05,3082.08
577,181,181,20,486.01,0,9720.28
578,181,190,6,586,0,3516
579,181,70,14,665.9,0.15,7924.25
580,182,224,15,145.35,0,2180.2
581,182,63,20,363.04,0,7260.84
582,182,38,18,850.51,0,15309.21
583,183,243,3,399.19,0,1197.56
584,183,258,3,625.57,0,1876.72
585,183,363,19,120.41,0,2287.76
586,183,14,9,460.83,0.1,3732.73
587,183,271,13,670.76,0,8719.89
588,184,58,9,219.54,0,1975.83
589,184,205,9,554.67,0,4992
590,185,144,15,315.43,0,4731.44
591,185,150,17,797.51,0.15,11524.03
592,185,9,4,974.84,0,3899.34
593,186,40,3,458.98,0,1376.93
594,186,302,13,299.93,0,3899.09
595,187,234,14,898.72,0,12582.14
596,187,232,4,667.18,0.1,2401.84
597,187,379,18,1003.5,0.15,15353.62
598,187,117,3,265.26,0,795.77
599,188,115,20,504,0,10079.91
600,189,242,17,122.35,0,2079.93
601,189,287,1,592.68,0,592.68
602,189,165,17,212.62,0,3614.51
603,189,363,13,99.83,0,1297.82
604,190,55,8,139.92,0,1119.39
605,190,223,1,429.41,0.05,407.94
606,190,17,19,396.72,0,7537.59
607,190,353,19,402.14,0.2,6112.48
608,190,103,20,798.71,0,15974.22
609,191,337,20,936.87,0,18737.4
610,191,128,6,641.26,0.05,3655.17
611,191,283,19,815.5,0,15494.47
612,192,56,2,741.61,0.05,1409.06
613,193,252,6,583.24,0,3499.44
614,193,323,4,82.05,0.15,278.98
615,193,162,5,267.9,0.1,1205.55
616,193,182,17,802.59,0.1,12279.7
617,193,231,19,388.99,0,7390.74
618,194,135,6,602.02,0,3612.12
619,194,215,20,418.54,0,8370.89
620,194,201,6,1078.79,0,6472.75
621,194,9,6,919.58,0,5517.46
622,195,152,20,53.78,0,1075.63
623,195,24,9,287.31,0.2,2068.63
624,196,210,6,592.45,0,3554.72
625,196,312,6,622.57,0,3735.4
626,197,109,20,343.88,0,6877.66
627,197,261,20,446.73,0,8934.61
628,197,297,11,821.83,0,9040.16
629,197,92,16,245.66,0.1,3537.47
630,198,57,2,502.69,0.2,804.31
631,199,118,9,87.11,0.2,627.21
632,200,370,12,980.84,0,11770.14
633,200,20,14,589.26,0,8249.68
634,200,336,20,782.57,0.05,14868.77
635,200,57,9,551.41,0,4962.68
636,200,56,18,739.9,0.15,11320.49
637,201,77,20,459.53,0,9190.52
638,201,105,11,665.07,0,7315.8
639,202,213,10,171.86,0.2,1374.91
640,202,195,11,623.07,0.05,6511.12
641,202,270,8,91.13,0,729.03
642,202,170,3,1048.12,0,3144.37
643,203,143,6,509.2,0,3055.22
644,203,185,18,334.83,0,6027
645,203,149,7,569.99,0.1,3590.95
646,203,377,20,318.36,0,6367.12
647,204,61,9,434.62,0.05,3715.98
648,204,263,2,115.35,0,230.71
649,204,291,16,444.39,0,7110.25
650,204,214,17,247,0.15,3569.15
651,205,334,13,726.63,0.2,7556.93
652,205,188,16,265.53,0.2,3398.75
653,205,36,11,756.55,0.05,7905.97
654,206,123,5,538.4,0.15,2288.21
655,206,29,15,1185.21,0,17778.1
656,206,2,14,1010.56,0.15,12025.61
657,207,209,1,193,0,193
658,207,276,6,691.87,0,4151.22
659,207,346,8,1162.67,0,9301.38
660,208,373,2,468.47,0.2,749.55
661,209,186,1,1079.83,0.2,863.87
662,209,358,2,545.49,0,1090.99
663,209,213,18,191.37,0,3444.66
664,210,63,7,388.22,0,2717.56
665,210,325,17,515.34,0,8760.79
666,211,215,10,425.94,0,4259.35
667,211,269,6,138.68,0,832.09
668,211,14,3,480.78,0,1442.34
669,211,127,6,230.98,0,1385.85
670,211,375,20,406.74,0,8134.79
671,212,57,12,534.91,0.15,5456.07
672,213,269,2,142.76,0,285.53
673,213,358,3,577.47,0,1732.42
674,213,392,6,662.82,0,3976.9
675,213,104,2,409.74,0,819.48
676,214,248,5,612.36,0,3061.82
677,215,219,12,489.37,0,5872.41
678,215,246,11,356.23,0,3918.58
679,215,68,13,341.64,0.05,4219.2
680,216,179,10,895.5,0,8955.01
681,216,318,2,283.7,0.1,510.66
682,216,55,17,140.84,0,2394.34
683,217,348,20,730.77,0.1,13153.92
684,217,300,8,615.67,0,4925.36
685,218,40,3,482.62,0.15,1230.69
686,218,163,1,565.51,0,565.51
687,218,135,2,602.5,0.05,1144.75
688,219,185,9,337.89,0,3041
689,219,381,20,85.12,0,1702.44
690,219,139,17,589.48,0.1,9019.1
691,220,236,6,246.54,0,1479.26
692,220,203,16,789.45,0,12631.13
693,220,340,18,78.34,0,1410.16
694,221,28,4,159.24,0,636.95
695,221,266,9,194.47,0,1750.27
696,222,194,17,21.36,0.1,326.73
697,222,51,15,471.87,0.2,5662.5
698,223,297,1,841.35,0,841.35
699,223,230,19,740.23,0,14064.32
700,223,300,11,620.56,0.15,5802.27
701,224,143,13,544.43,0,7077.64
702,224,294,4,454.32,0.05,1726.43
703,224,361,18,133.41,0.05,2281.26
704,224,233,13,172.98,0.1,2023.89
705,225,157,4,489.07,0,1956.28
706,225,178,7,55.94,0,391.55
707,226,338,19,341.3,0,6484.75
708,226,366,10,945.07,0,9450.72
709,226,321,1,635.88,0,635.88
710,227,344,13,60.08,0.2,624.79
711,227,257,6,141.24,0.15,720.31
712,227,36,5,778.49,0,3892.45
713,227,376,4,541.02,0,2164.08
714,228,143,10,517.16,0,5171.6
715,228,2,2,1021.41,0,2042.81
716,229,246,20,370.79,0,7415.89
717,230,57,17,556.28,0,9456.84
718,230,5,6,443.22,0,2659.32
719,231,312,10,556.98,0.2,4455.88
720,231,79,18,207.85,0,3741.22
721,232,195,17,692.23,0,11767.97
